anio,departamento/sede,tipo,valor
2019,QUILMES,Transacción,497
2019,SAN ISIDRO,Transacción,886
2019,SAN MARTIN,Transacción,618
2019,SAN NICOLAS,Transacción,45
2019,TRENQUE LAUQUEN,Transacción,48
2019,ZARATE-CAMPANA,Transacción,136
2019,AZUL,Caducidad,200
2019,AZUL Sede OLAVARRIA,Caducidad,207
2019,AZUL Sede TANDIL,Caducidad,310
2019,BAHIA BLANCA,Caducidad,22
2019,BAHIA BLANCA Sede TRES ARROYOS,Caducidad,3
2019,DOLORES,Caducidad,169
2019,JUNIN,Caducidad,182
2019,LA MATANZA,Caducidad,711
2019,LA PLATA,Caducidad,738
2019,LOMAS DE ZAMORA,Caducidad,273
2019,LOMAS DE ZAMORA Sede AVELLANEDA,Caducidad,27
2019,LOMAS DE ZAMORA Sede LANUS,Caducidad,120
2019,MAR DEL PLATA,Caducidad,97
2019,MERCEDES,Caducidad,532
2019,MORENO-GRAL.RODRIGUEZ,Caducidad,18
2019,MORON,Caducidad,690
2019,NECOCHEA,Caducidad,7
2019,PERGAMINO,Caducidad,10
2019,QUILMES,Caducidad,156
2019,SAN ISIDRO,Caducidad,1765
2019,SAN MARTIN,Caducidad,443
2019,SAN NICOLAS,Caducidad,16
2019,TRENQUE LAUQUEN,Caducidad,13
2019,ZARATE-CAMPANA,Caducidad,50
2019,AZUL,Desistimiento,121
2019,AZUL Sede OLAVARRIA,Desistimiento,22
2019,AZUL Sede TANDIL,Desistimiento,35
2019,BAHIA BLANCA,Desistimiento,143
2019,BAHIA BLANCA Sede TRES ARROYOS,Desistimiento,9
2019,DOLORES,Desistimiento,12
2019,JUNIN,Desistimiento,30
2019,LA MATANZA,Desistimiento,265
2019,LA PLATA,Desistimiento,154
2019,LOMAS DE ZAMORA,Desistimiento,292
2019,LOMAS DE ZAMORA Sede AVELLANEDA,Desistimiento,1
2019,LOMAS DE ZAMORA Sede LANUS,Desistimiento,32
2019,MAR DEL PLATA,Desistimiento,73
2019,MERCEDES,Desistimiento,109
2019,MORENO-GRAL.RODRIGUEZ,Desistimiento,33
2019,MORON,Desistimiento,253
2019,NECOCHEA,Desistimiento,27
2019,PERGAMINO,Desistimiento,18
2019,QUILMES,Desistimiento,216
2019,SAN ISIDRO,Desistimiento,495
2019,SAN MARTIN,Desistimiento,284
2019,SAN NICOLAS,Desistimiento,10
2019,TRENQUE LAUQUEN,Desistimiento,3
2019,ZARATE-CAMPANA,Desistimiento,60
2019,AZUL,Interlocutorios,3042
2019,AZUL Sede OLAVARRIA,Interlocutorios,94
2019,AZUL Sede TANDIL,Interlocutorios,1019
2019,BAHIA BLANCA,Interlocutorios,1210
2019,BAHIA BLANCA Sede TRES ARROYOS,Interlocutorios,541
2019,DOLORES,Interlocutorios,315
2019,JUNIN,Interlocutorios,186
2019,LA MATANZA,Interlocutorios,918
2019,LA PLATA,Interlocutorios,2436
2019,LOMAS DE ZAMORA,Interlocutorios,1375
2019,LOMAS DE ZAMORA Sede AVELLANEDA,Interlocutorios,165
2019,LOMAS DE ZAMORA Sede LANUS,Interlocutorios,24
2019,MAR DEL PLATA,Interlocutorios,1274
2019,MERCEDES,Interlocutorios,943
2019,MORENO-GRAL.RODRIGUEZ,Interlocutorios,776
2019,MORON,Interlocutorios,1743
2019,NECOCHEA,Interlocutorios,421
2019,PERGAMINO,Interlocutorios,122
2019,QUILMES,Interlocutorios,1305
2019,SAN ISIDRO,Interlocutorios,2624
2019,SAN MARTIN,Interlocutorios,723
2019,SAN NICOLAS,Interlocutorios,198
2019,TRENQUE LAUQUEN,Interlocutorios,41
2019,ZARATE-CAMPANA,Interlocutorios,227
2019,AZUL,Incompetencia,376
2019,AZUL Sede OLAVARRIA,Incompetencia,92
2019,AZUL Sede TANDIL,Incompetencia,34
2019,BAHIA BLANCA,Incompetencia,258
2019,BAHIA BLANCA Sede TRES ARROYOS,Incompetencia,25
2019,DOLORES,Incompetencia,109
2019,JUNIN,Incompetencia,183
2019,LA MATANZA,Incompetencia,569
2019,LA PLATA,Incompetencia,1369
2019,LOMAS DE ZAMORA,Incompetencia,572
2019,LOMAS DE ZAMORA Sede AVELLANEDA,Incompetencia,22
2019,LOMAS DE ZAMORA Sede LANUS,Incompetencia,111
2019,MAR DEL PLATA,Incompetencia,412
2019,MERCEDES,Incompetencia,198
2019,MORENO-GRAL.RODRIGUEZ,Incompetencia,88
2019,MORON,Incompetencia,690
2019,NECOCHEA,Incompetencia,30
2019,PERGAMINO,Incompetencia,35
2019,QUILMES,Incompetencia,458
2019,SAN ISIDRO,Incompetencia,1399
2019,SAN MARTIN,Incompetencia,1253
2019,SAN NICOLAS,Incompetencia,570
2019,TRENQUE LAUQUEN,Incompetencia,53
2019,ZARATE-CAMPANA,Incompetencia,395
2019,AZUL,Total Resueltas,4554
2019,AZUL Sede OLAVARRIA,Total Resueltas,1685
2019,AZUL Sede TANDIL,Total Resueltas,2007
2019,BAHIA BLANCA,Total Resueltas,3780
2019,BAHIA BLANCA Sede TRES ARROYOS,Total Resueltas,973
2019,DOLORES,Total Resueltas,1244
2019,JUNIN,Total Resueltas,2321
2019,LA MATANZA,Total Resueltas,4346
2019,LA PLATA,Total Resueltas,11283
2019,LOMAS DE ZAMORA,Total Resueltas,7008
2019,LOMAS DE ZAMORA Sede AVELLANEDA,Total Resueltas,618
2019,LOMAS DE ZAMORA Sede LANUS,Total Resueltas,804
2019,MAR DEL PLATA,Total Resueltas,4770
2019,MERCEDES,Total Resueltas,3582
2019,MORENO-GRAL.RODRIGUEZ,Total Resueltas,1626
2019,MORON,Total Resueltas,7296
2019,NECOCHEA,Total Resueltas,796
2019,PERGAMINO,Total Resueltas,1268
2019,QUILMES,Total Resueltas,6145
2019,SAN ISIDRO,Total Resueltas,10504
2019,SAN MARTIN,Total Resueltas,7770
2019,SAN NICOLAS,Total Resueltas,1651
2019,TRENQUE LAUQUEN,Total Resueltas,421
2019,ZARATE-CAMPANA,Total Resueltas,1634
2020,AVELLANEDA-LANUS,Ingresadas,4660
2020,AZUL,Ingresadas,1296
2020,AZUL Sede OLAVARRIA,Ingresadas,1461
2020,AZUL Sede TANDIL,Ingresadas,1680
2020,BAHIA BLANCA,Ingresadas,4196
2020,BAHIA BLANCA Sede TRES ARROYOS,Ingresadas,1107
2020,DOLORES,Ingresadas,1702
2020,JUNIN,Ingresadas,2930
2020,LA MATANZA,Ingresadas,7920
2020,LA PLATA,Ingresadas,15570
2020,LOMAS DE ZAMORA,Ingresadas,25019
2020,LOMAS DE ZAMORA Sede AVELLANEDA,Ingresadas,7569
2020,LOMAS DE ZAMORA Sede LANUS,Ingresadas,8369
2020,MAR DEL PLATA,Ingresadas,11860
2020,MERCEDES,Ingresadas,4024
2020,MORENO-GRAL.RODRIGUEZ,Ingresadas,3586
2020,MORON,Ingresadas,11146
2020,NECOCHEA,Ingresadas,3789
2020,PERGAMINO,Ingresadas,2061
2020,QUILMES,Ingresadas,14914
2020,SAN ISIDRO,Ingresadas,11914
2020,SAN MARTIN,Ingresadas,9959
2020,SAN NICOLAS,Ingresadas,2735
2020,TRENQUE LAUQUEN,Ingresadas,1113
2020,ZARATE-CAMPANA,Ingresadas,4581
2020,AVELLANEDA-LANUS,Sentencia,25
2020,AZUL,Sentencia,422
2020,AZUL Sede OLAVARRIA,Sentencia,686
2020,AZUL Sede TANDIL,Sentencia,336
2020,BAHIA BLANCA,Sentencia,769
2020,BAHIA BLANCA Sede TRES ARROYOS,Sentencia,143
2020,DOLORES,Sentencia,199
2020,JUNIN,Sentencia,489
2020,LA MATANZA,Sentencia,607
2020,LA PLATA,Sentencia,2094
2020,LOMAS DE ZAMORA,Sentencia,740
2020,LOMAS DE ZAMORA Sede AVELLANEDA,Sentencia,120
2020,LOMAS DE ZAMORA Sede LANUS,Sentencia,68
2020,MAR DEL PLATA,Sentencia,1073
2020,MERCEDES,Sentencia,401
2020,MORENO-GRAL.RODRIGUEZ,Sentencia,379
2020,MORON,Sentencia,1410
2020,NECOCHEA,Sentencia,127
2020,PERGAMINO,Sentencia,284
2020,QUILMES,Sentencia,1268
2020,SAN ISIDRO,Sentencia,1693
2020,SAN MARTIN,Sentencia,1285
2020,SAN NICOLAS,Sentencia,152
2020,TRENQUE LAUQUEN,Sentencia,250
2020,ZARATE-CAMPANA,Sentencia,331
2020,AVELLANEDA-LANUS,Conciliación,40
2020,AZUL,Conciliación,38
2020,AZUL Sede OLAVARRIA,Conciliación,81
2020,AZUL Sede TANDIL,Conciliación,52
2020,BAHIA BLANCA,Conciliación,64
2020,BAHIA BLANCA Sede TRES ARROYOS,Conciliación,5
2020,DOLORES,Conciliación,80
2020,JUNIN,Conciliación,25
2020,LA MATANZA,Conciliación,140
2020,LA PLATA,Conciliación,485
2020,LOMAS DE ZAMORA,Conciliación,693
2020,LOMAS DE ZAMORA Sede AVELLANEDA,Conciliación,149
2020,LOMAS DE ZAMORA Sede LANUS,Conciliación,87
2020,MAR DEL PLATA,Conciliación,189
2020,MERCEDES,Conciliación,198
2020,MORENO-GRAL.RODRIGUEZ,Conciliación,40
2020,MORON,Conciliación,118
2020,NECOCHEA,Conciliación,52
2020,PERGAMINO,Conciliación,19
2020,QUILMES,Conciliación,187
2020,SAN ISIDRO,Conciliación,243
2020,SAN MARTIN,Conciliación,161
2020,SAN NICOLAS,Conciliación,48
2020,TRENQUE LAUQUEN,Conciliación,66
2020,ZARATE-CAMPANA,Conciliación,35
2020,AVELLANEDA-LANUS,Allanamiento,2
2020,AZUL,Allanamiento,4
2020,AZUL Sede OLAVARRIA,Allanamiento,1
2020,AZUL Sede TANDIL,Allanamiento,2
2020,BAHIA BLANCA,Allanamiento,2
2020,BAHIA BLANCA Sede TRES ARROYOS,Allanamiento,23
2020,DOLORES,Allanamiento,1
2020,JUNIN,Allanamiento,3
2020,LA MATANZA,Allanamiento,0
2020,LA PLATA,Allanamiento,1
2020,LOMAS DE ZAMORA,Allanamiento,0
2020,LOMAS DE ZAMORA Sede AVELLANEDA,Allanamiento,2
2020,LOMAS DE ZAMORA Sede LANUS,Allanamiento,1
2020,MAR DEL PLATA,Allanamiento,1
2020,MERCEDES,Allanamiento,0
2020,MORENO-GRAL.RODRIGUEZ,Allanamiento,0
2020,MORON,Allanamiento,2
2020,NECOCHEA,Allanamiento,4
2020,PERGAMINO,Allanamiento,2
2020,QUILMES,Allanamiento,3
2020,SAN ISIDRO,Allanamiento,7
2020,SAN MARTIN,Allanamiento,2
2020,SAN NICOLAS,Allanamiento,0
2020,TRENQUE LAUQUEN,Allanamiento,0
2020,ZARATE-CAMPANA,Allanamiento,4
2020,AVELLANEDA-LANUS,Transacción,37
2020,AZUL,Transacción,138
2020,AZUL Sede OLAVARRIA,Transacción,21
2020,AZUL Sede TANDIL,Transacción,14
2020,BAHIA BLANCA,Transacción,53
2020,BAHIA BLANCA Sede TRES ARROYOS,Transacción,30
2020,DOLORES,Transacción,35
2020,JUNIN,Transacción,115
2020,LA MATANZA,Transacción,184
2020,LA PLATA,Transacción,352
2020,LOMAS DE ZAMORA,Transacción,561
2020,LOMAS DE ZAMORA Sede AVELLANEDA,Transacción,93
2020,LOMAS DE ZAMORA Sede LANUS,Transacción,90
2020,MAR DEL PLATA,Transacción,189
2020,MERCEDES,Transacción,229
2020,MORENO-GRAL.RODRIGUEZ,Transacción,42
2020,MORON,Transacción,780
2020,NECOCHEA,Transacción,3
2020,PERGAMINO,Transacción,54
2020,QUILMES,Transacción,411
2020,SAN ISIDRO,Transacción,523
2020,SAN MARTIN,Transacción,521
2020,SAN NICOLAS,Transacción,20
2020,TRENQUE LAUQUEN,Transacción,52
2020,ZARATE-CAMPANA,Transacción,111
2020,AVELLANEDA-LANUS,Caducidad,5
2020,AZUL,Caducidad,50
2020,AZUL Sede OLAVARRIA,Caducidad,5
2020,AZUL Sede TANDIL,Caducidad,184
2020,BAHIA BLANCA,Caducidad,28
2020,BAHIA BLANCA Sede TRES ARROYOS,Caducidad,3
2020,DOLORES,Caducidad,30
2020,JUNIN,Caducidad,409
2020,LA MATANZA,Caducidad,242
2020,LA PLATA,Caducidad,337
2020,LOMAS DE ZAMORA,Caducidad,217
2020,LOMAS DE ZAMORA Sede AVELLANEDA,Caducidad,26
2020,LOMAS DE ZAMORA Sede LANUS,Caducidad,17
2020,MAR DEL PLATA,Caducidad,84
2020,MERCEDES,Caducidad,178
2020,MORENO-GRAL.RODRIGUEZ,Caducidad,40
2020,MORON,Caducidad,204
2020,NECOCHEA,Caducidad,14
2020,PERGAMINO,Caducidad,2
2020,QUILMES,Caducidad,103
2020,SAN ISIDRO,Caducidad,865
2020,SAN MARTIN,Caducidad,253
2020,SAN NICOLAS,Caducidad,23
2020,TRENQUE LAUQUEN,Caducidad,3
2020,ZARATE-CAMPANA,Caducidad,33
2020,AVELLANEDA-LANUS,Desistimiento,1
2020,AZUL,Desistimiento,25
2020,AZUL Sede OLAVARRIA,Desistimiento,19
2020,AZUL Sede TANDIL,Desistimiento,23
2020,BAHIA BLANCA,Desistimiento,90
2020,BAHIA BLANCA Sede TRES ARROYOS,Desistimiento,13
2020,DOLORES,Desistimiento,9
2020,JUNIN,Desistimiento,40
2020,LA MATANZA,Desistimiento,97
2020,LA PLATA,Desistimiento,46
2020,LOMAS DE ZAMORA,Desistimiento,122
2020,LOMAS DE ZAMORA Sede AVELLANEDA,Desistimiento,1
2020,LOMAS DE ZAMORA Sede LANUS,Desistimiento,48
2020,MAR DEL PLATA,Desistimiento,34
2020,MERCEDES,Desistimiento,57
2020,MORENO-GRAL.RODRIGUEZ,Desistimiento,32
2020,MORON,Desistimiento,209
2020,NECOCHEA,Desistimiento,15
2020,PERGAMINO,Desistimiento,10
2020,QUILMES,Desistimiento,120
2020,SAN ISIDRO,Desistimiento,236
2020,SAN MARTIN,Desistimiento,127
2020,SAN NICOLAS,Desistimiento,4
2020,TRENQUE LAUQUEN,Desistimiento,4
2020,ZARATE-CAMPANA,Desistimiento,27
2020,AVELLANEDA-LANUS,Interlocutorios,8
2020,AZUL,Interlocutorios,1211
2020,AZUL Sede OLAVARRIA,Interlocutorios,43
2020,AZUL Sede TANDIL,Interlocutorios,603
2020,BAHIA BLANCA,Interlocutorios,774
2020,BAHIA BLANCA Sede TRES ARROYOS,Interlocutorios,478
2020,DOLORES,Interlocutorios,130
2020,JUNIN,Interlocutorios,203
2020,LA MATANZA,Interlocutorios,373
2020,LA PLATA,Interlocutorios,1466
2020,LOMAS DE ZAMORA,Interlocutorios,848
2020,LOMAS DE ZAMORA Sede AVELLANEDA,Interlocutorios,124
2020,LOMAS DE ZAMORA Sede LANUS,Interlocutorios,34
2020,MAR DEL PLATA,Interlocutorios,742
2020,MERCEDES,Interlocutorios,757
2020,MORENO-GRAL.RODRIGUEZ,Interlocutorios,557
2020,MORON,Interlocutorios,722
2020,NECOCHEA,Interlocutorios,662
2020,PERGAMINO,Interlocutorios,39
2020,QUILMES,Interlocutorios,746
2020,SAN ISIDRO,Interlocutorios,2254
2020,SAN MARTIN,Interlocutorios,571
2020,SAN NICOLAS,Interlocutorios,143
2020,TRENQUE LAUQUEN,Interlocutorios,20
2020,ZARATE-CAMPANA,Interlocutorios,118
2020,AVELLANEDA-LANUS,Incompetencia,4
2020,AZUL,Incompetencia,233
2020,AZUL Sede OLAVARRIA,Incompetencia,101
2020,AZUL Sede TANDIL,Incompetencia,126
2020,BAHIA BLANCA,Incompetencia,214
2020,BAHIA BLANCA Sede TRES ARROYOS,Incompetencia,29
2020,DOLORES,Incompetencia,49
2020,JUNIN,Incompetencia,162
2020,LA MATANZA,Incompetencia,344
2020,LA PLATA,Incompetencia,993
2020,LOMAS DE ZAMORA,Incompetencia,1297
2020,LOMAS DE ZAMORA Sede AVELLANEDA,Incompetencia,14
2020,LOMAS DE ZAMORA Sede LANUS,Incompetencia,106
2020,MAR DEL PLATA,Incompetencia,360
2020,MERCEDES,Incompetencia,306
2020,MORENO-GRAL.RODRIGUEZ,Incompetencia,152
2020,MORON,Incompetencia,600
2020,NECOCHEA,Incompetencia,51
2020,PERGAMINO,Incompetencia,82
2020,QUILMES,Incompetencia,503
2020,SAN ISIDRO,Incompetencia,919
2020,SAN MARTIN,Incompetencia,808
2020,SAN NICOLAS,Incompetencia,425
2020,TRENQUE LAUQUEN,Incompetencia,65
2020,ZARATE-CAMPANA,Incompetencia,130
2020,AVELLANEDA-LANUS,Total Resueltas,122
2020,AZUL,Total Resueltas,2121
2020,AZUL Sede OLAVARRIA,Total Resueltas,957
2020,AZUL Sede TANDIL,Total Resueltas,1340
2020,BAHIA BLANCA,Total Resueltas,1994
2020,BAHIA BLANCA Sede TRES ARROYOS,Total Resueltas,724
2020,DOLORES,Total Resueltas,533
2020,JUNIN,Total Resueltas,1446
2020,LA MATANZA,Total Resueltas,1987
2020,LA PLATA,Total Resueltas,5774
2020,LOMAS DE ZAMORA,Total Resueltas,4478
2020,LOMAS DE ZAMORA Sede AVELLANEDA,Total Resueltas,529
2020,LOMAS DE ZAMORA Sede LANUS,Total Resueltas,451
2020,MAR DEL PLATA,Total Resueltas,2672
2020,MERCEDES,Total Resueltas,2126
2020,MORENO-GRAL.RODRIGUEZ,Total Resueltas,1242
2020,MORON,Total Resueltas,4045
2020,NECOCHEA,Total Resueltas,928
2020,PERGAMINO,Total Resueltas,492
2020,QUILMES,Total Resueltas,3341
2020,SAN ISIDRO,Total Resueltas,6740
2020,SAN MARTIN,Total Resueltas,3728
2020,SAN NICOLAS,Total Resueltas,815
2020,TRENQUE LAUQUEN,Total Resueltas,460
2020,ZARATE-CAMPANA,Total Resueltas,789
2021,AVELLANEDA-LANUS,Ingresadas,51018
2021,AZUL,Ingresadas,1978
2021,AZUL Sede OLAVARRIA,Ingresadas,1852
2021,AZUL Sede TANDIL,Ingresadas,2123
2021,BAHIA BLANCA,Ingresadas,5778
2021,BAHIA BLANCA Sede TRES ARROYOS,Ingresadas,1566
2021,DOLORES,Ingresadas,4185
2021,JUNIN,Ingresadas,3408
2021,LA MATANZA,Ingresadas,11642
2021,LA PLATA,Ingresadas,21333
2021,LOMAS DE ZAMORA,Ingresadas,32704
2021,MAR DEL PLATA,Ingresadas,35187
2021,MERCEDES,Ingresadas,5560
2021,MORENO-GRAL.RODRIGUEZ,Ingresadas,4554
2021,MORON,Ingresadas,19865
2021,NECOCHEA,Ingresadas,3388
2021,PERGAMINO,Ingresadas,2602
2021,QUILMES,Ingresadas,17668
2021,SAN ISIDRO,Ingresadas,21264
2021,SAN MARTIN,Ingresadas,16054
2021,SAN NICOLAS,Ingresadas,3761
2021,TRENQUE LAUQUEN,Ingresadas,1760
2021,ZARATE-CAMPANA,Ingresadas,5246
2021,AVELLANEDA-LANUS,Sentencia,236
2021,AZUL,Sentencia,525
2021,AZUL Sede OLAVARRIA,Sentencia,825
2021,AZUL Sede TANDIL,Sentencia,228
2021,BAHIA BLANCA,Sentencia,1031
2021,BAHIA BLANCA Sede TRES ARROYOS,Sentencia,122
2021,DOLORES,Sentencia,299
2021,JUNIN,Sentencia,655
2021,LA MATANZA,Sentencia,529
2021,LA PLATA,Sentencia,3473
2021,LOMAS DE ZAMORA,Sentencia,704
2021,MAR DEL PLATA,Sentencia,1252
2021,MERCEDES,Sentencia,389
2021,MORENO-GRAL.RODRIGUEZ,Sentencia,739
2021,MORON,Sentencia,1629
2021,NECOCHEA,Sentencia,155
2021,PERGAMINO,Sentencia,355
2021,QUILMES,Sentencia,1979
2021,SAN ISIDRO,Sentencia,2001
2021,SAN MARTIN,Sentencia,2241
2021,SAN NICOLAS,Sentencia,148
2021,TRENQUE LAUQUEN,Sentencia,148
2021,ZARATE-CAMPANA,Sentencia,472
2021,AVELLANEDA-LANUS,Conciliación,257
2021,AZUL,Conciliación,23
2021,AZUL Sede OLAVARRIA,Conciliación,97
2021,AZUL Sede TANDIL,Conciliación,105
2021,BAHIA BLANCA,Conciliación,90
2021,BAHIA BLANCA Sede TRES ARROYOS,Conciliación,8
2021,DOLORES,Conciliación,127
2021,JUNIN,Conciliación,59
2021,LA MATANZA,Conciliación,213
2021,LA PLATA,Conciliación,604
2021,LOMAS DE ZAMORA,Conciliación,827
2021,MAR DEL PLATA,Conciliación,260
2021,MERCEDES,Conciliación,287
2021,MORENO-GRAL.RODRIGUEZ,Conciliación,56
2021,MORON,Conciliación,131
2021,NECOCHEA,Conciliación,83
2021,PERGAMINO,Conciliación,33
2021,QUILMES,Conciliación,199
2021,SAN ISIDRO,Conciliación,429
2021,SAN MARTIN,Conciliación,201
2021,SAN NICOLAS,Conciliación,71
2021,TRENQUE LAUQUEN,Conciliación,83
2021,ZARATE-CAMPANA,Conciliación,40
2021,AVELLANEDA-LANUS,Allanamiento,11
2021,AZUL,Allanamiento,5
2021,AZUL Sede OLAVARRIA,Allanamiento,0
2021,AZUL Sede TANDIL,Allanamiento,0
2021,BAHIA BLANCA,Allanamiento,1
2021,BAHIA BLANCA Sede TRES ARROYOS,Allanamiento,46
2021,DOLORES,Allanamiento,0
2021,JUNIN,Allanamiento,16
2021,LA MATANZA,Allanamiento,2
2021,LA PLATA,Allanamiento,2
2021,LOMAS DE ZAMORA,Allanamiento,3
2021,MAR DEL PLATA,Allanamiento,5
2021,MERCEDES,Allanamiento,0
2021,MORENO-GRAL.RODRIGUEZ,Allanamiento,2
2021,MORON,Allanamiento,2
2021,NECOCHEA,Allanamiento,6
2021,PERGAMINO,Allanamiento,5
2021,QUILMES,Allanamiento,1
2021,SAN ISIDRO,Allanamiento,8
2021,SAN MARTIN,Allanamiento,1
2021,SAN NICOLAS,Allanamiento,0
2021,TRENQUE LAUQUEN,Allanamiento,0
2021,ZARATE-CAMPANA,Allanamiento,0
2021,AVELLANEDA-LANUS,Transacción,214
2021,AZUL,Transacción,165
2021,AZUL Sede OLAVARRIA,Transacción,31
2021,AZUL Sede TANDIL,Transacción,10
2021,BAHIA BLANCA,Transacción,115
2021,BAHIA BLANCA Sede TRES ARROYOS,Transacción,37
2021,DOLORES,Transacción,73
2021,JUNIN,Transacción,129
2021,LA MATANZA,Transacción,251
2021,LA PLATA,Transacción,423
2021,LOMAS DE ZAMORA,Transacción,663
2021,MAR DEL PLATA,Transacción,248
2021,MERCEDES,Transacción,275
2021,MORENO-GRAL.RODRIGUEZ,Transacción,166
2021,MORON,Transacción,950
2021,NECOCHEA,Transacción,6
2021,PERGAMINO,Transacción,81
2021,QUILMES,Transacción,383
2021,SAN ISIDRO,Transacción,628
2021,SAN MARTIN,Transacción,688
2021,SAN NICOLAS,Transacción,35
2021,TRENQUE LAUQUEN,Transacción,77
2021,ZARATE-CAMPANA,Transacción,142
2021,AVELLANEDA-LANUS,Caducidad,87
2021,AZUL,Caducidad,53
2021,AZUL Sede OLAVARRIA,Caducidad,100
2021,AZUL Sede TANDIL,Caducidad,123
2021,BAHIA BLANCA,Caducidad,20
2021,BAHIA BLANCA Sede TRES ARROYOS,Caducidad,5
2021,DOLORES,Caducidad,64
2021,JUNIN,Caducidad,411
2021,LA MATANZA,Caducidad,155
2021,LA PLATA,Caducidad,426
2021,LOMAS DE ZAMORA,Caducidad,345
2021,MAR DEL PLATA,Caducidad,93
2021,MERCEDES,Caducidad,115
2021,MORENO-GRAL.RODRIGUEZ,Caducidad,44
2021,MORON,Caducidad,758
2021,NECOCHEA,Caducidad,13
2021,PERGAMINO,Caducidad,2
2021,QUILMES,Caducidad,160
2021,SAN ISIDRO,Caducidad,1648
2021,SAN MARTIN,Caducidad,276
2021,SAN NICOLAS,Caducidad,23
2021,TRENQUE LAUQUEN,Caducidad,8
2021,ZARATE-CAMPANA,Caducidad,34
2021,AVELLANEDA-LANUS,Desistimiento,38
2021,AZUL,Desistimiento,17
2021,AZUL Sede OLAVARRIA,Desistimiento,29
2021,AZUL Sede TANDIL,Desistimiento,19
2021,BAHIA BLANCA,Desistimiento,86
2021,BAHIA BLANCA Sede TRES ARROYOS,Desistimiento,10
2021,DOLORES,Desistimiento,16
2021,JUNIN,Desistimiento,79
2021,LA MATANZA,Desistimiento,114
2021,LA PLATA,Desistimiento,107
2021,LOMAS DE ZAMORA,Desistimiento,153
2021,MAR DEL PLATA,Desistimiento,55
2021,MERCEDES,Desistimiento,74
2021,MORENO-GRAL.RODRIGUEZ,Desistimiento,46
2021,MORON,Desistimiento,148
2021,NECOCHEA,Desistimiento,13
2021,PERGAMINO,Desistimiento,14
2021,QUILMES,Desistimiento,127
2021,SAN ISIDRO,Desistimiento,279
2021,SAN MARTIN,Desistimiento,127
2021,SAN NICOLAS,Desistimiento,7
2021,TRENQUE LAUQUEN,Desistimiento,3
2021,ZARATE-CAMPANA,Desistimiento,44
2021,AVELLANEDA-LANUS,Interlocutorios,261
2021,AZUL,Interlocutorios,913
2021,AZUL Sede OLAVARRIA,Interlocutorios,60
2021,AZUL Sede TANDIL,Interlocutorios,1087
2021,BAHIA BLANCA,Interlocutorios,1071
2021,BAHIA BLANCA Sede TRES ARROYOS,Interlocutorios,517
2021,DOLORES,Interlocutorios,553
2021,JUNIN,Interlocutorios,319
2021,LA MATANZA,Interlocutorios,648
2021,LA PLATA,Interlocutorios,2493
2021,LOMAS DE ZAMORA,Interlocutorios,1062
2021,MAR DEL PLATA,Interlocutorios,1213
2021,MERCEDES,Interlocutorios,976
2021,MORENO-GRAL.RODRIGUEZ,Interlocutorios,905
2021,MORON,Interlocutorios,985
2021,NECOCHEA,Interlocutorios,826
2021,PERGAMINO,Interlocutorios,269
2021,QUILMES,Interlocutorios,1414
2021,SAN ISIDRO,Interlocutorios,2422
2021,SAN MARTIN,Interlocutorios,904
2021,SAN NICOLAS,Interlocutorios,225
2021,TRENQUE LAUQUEN,Interlocutorios,9
2021,ZARATE-CAMPANA,Interlocutorios,182
2021,AVELLANEDA-LANUS,Incompetencia,1015
2021,AZUL,Incompetencia,242
2021,AZUL Sede OLAVARRIA,Incompetencia,163
2021,AZUL Sede TANDIL,Incompetencia,79
2021,BAHIA BLANCA,Incompetencia,278
2021,BAHIA BLANCA Sede TRES ARROYOS,Incompetencia,15
2021,DOLORES,Incompetencia,125
2021,JUNIN,Incompetencia,163
2021,LA MATANZA,Incompetencia,805
2021,LA PLATA,Incompetencia,2138
2021,LOMAS DE ZAMORA,Incompetencia,2076
2021,MAR DEL PLATA,Incompetencia,482
2021,MERCEDES,Incompetencia,312
2021,MORENO-GRAL.RODRIGUEZ,Incompetencia,199
2021,MORON,Incompetencia,877
2021,NECOCHEA,Incompetencia,98
2021,PERGAMINO,Incompetencia,93
2021,QUILMES,Incompetencia,1071
2021,SAN ISIDRO,Incompetencia,1326
2021,SAN MARTIN,Incompetencia,1149
2021,SAN NICOLAS,Incompetencia,518
2021,TRENQUE LAUQUEN,Incompetencia,102
2021,ZARATE-CAMPANA,Incompetencia,196
2021,AVELLANEDA-LANUS,Total Resueltas,2119
2021,AZUL,Total Resueltas,1943
2021,AZUL Sede OLAVARRIA,Total Resueltas,1305
2021,AZUL Sede TANDIL,Total Resueltas,1651
2021,BAHIA BLANCA,Total Resueltas,2692
2021,BAHIA BLANCA Sede TRES ARROYOS,Total Resueltas,760
2021,DOLORES,Total Resueltas,1257
2021,JUNIN,Total Resueltas,1831
2021,LA MATANZA,Total Resueltas,2717
2021,LA PLATA,Total Resueltas,9666
2021,LOMAS DE ZAMORA,Total Resueltas,5833
2021,MAR DEL PLATA,Total Resueltas,3608
2021,MERCEDES,Total Resueltas,2428
2021,MORENO-GRAL.RODRIGUEZ,Total Resueltas,2157
2021,MORON,Total Resueltas,5480
2021,NECOCHEA,Total Resueltas,1200
2021,PERGAMINO,Total Resueltas,852
2021,QUILMES,Total Resueltas,5334
2021,SAN ISIDRO,Total Resueltas,8741
2021,SAN MARTIN,Total Resueltas,5587
